C:\DOCUMENTS AND SETTINGS\USER\DESKTOP\GUSTAVO\CALIBRACAO\CAL
5/7/2022   16:18:31   
Tempo Vivo ;      600,00;seconds
Tempo Real ;      607,63;seconds
Energia; Resol,;   BG;      CPS;     1s;   Canal
 (keV);  (keV);                      (%); 
  30,99;  3,18;     293;   1,807;   2,56;  127,47;
  34,65;  3,19;     646;   1,597;   3,08;  142,42;
  38,47;  3,20;    1033;   1,299;   3,69;  158,04;
  43,39;  3,22;    1443;   0,528;   7,93;  178,14;
  86,36;  0,40;    1682;   0,067; 165,24;  353,73;
 112,04;  0,78;    1337;   0,085; 115,36;  458,66;
 121,96;  1,02;    1109; 105,193;   0,47;  499,19;
 126,58;  1,03;     581;   0,098;  30,43;  518,06;
 130,62;  1,03;     527;   0,033;  92,30;  534,58;
 136,38;  1,04;     490;  11,361;   1,25;  558,09;
 251,65;  0,70;     623;   0,137;  58,97; 1029,10;
 321,77;  0,36;     356;   0,032; 170,32; 1315,62;
 376,68;  0,71;     349;   0,032; 170,66; 1540,00;
 432,68;  0,56;     422;   0,065; 101,18; 1768,84;
 467,90;  0,54;     164;   0,020; 312,33; 1912,74;
 477,04;  0,54;     168;   0,020; 312,30; 1950,08;
 480,18;  0,55;     169;   0,019; 312,40; 1962,91;
 511,76;  0,24;     287;   0,120;  42,14; 2091,98;
 528,20;  0,85;     341;   0,048; 113,72; 2159,12;
 555,16;  1,19;     338;   0,151;  39,00; 2269,32;
 586,52;  0,26;     272;   0,047;  99,62; 2397,46;
 623,10;  0,24;     299;   0,020; 245,13; 2546,93;
 654,27;  0,46;     310;   0,013; 367,53; 2674,30;
 755,09;  0,63;     211;   0,033;  72,27; 3086,24;
 761,04;  0,63;     208;   0,051;  42,98; 3110,56;
 993,36;  1,17;     436;   0,044; 137,68; 4059,87;
1053,64;  0,48;     373;   0,015; 365,69; 4306,15;
1082,75;  2,36;     466;   0,085;  39,99; 4425,12;
1091,22;  2,36;     677;   0,127;  29,85; 4459,73;
1118,34;  0,50;     308;   0,091;  58,01; 4570,55;
1172,71;  1,78;     414;  20,466;   0,98; 4792,69;
1223,23;  0,34;      82;   0,033;  82,30; 4999,13;
1276,67;  1,07;      40;   0,068;  61,20; 5217,52;
1287,11;  1,07;      35;   0,041;  67,00; 5260,16;
1331,95;  1,80;     123;  18,095;   0,99; 5443,37;
1345,38;  0,24;      29;   0,000; 6321,3; 5498,28;
1396,64;  0,42;      21;   0,009; 157,41; 5707,72;
1416,94;  0,37;      20;   0,030;  51,00; 5790,69;
1512,37;  0,26;      29;   0,015; 115,52; 6180,62;
1550,38;  0,72;      26;   0,014; 114,29; 6335,92;
1718,50;  0,40;      17;   0,013; 102,07; 7022,91;
1754,33;  0,28;      18;   0,016;  88,74; 7169,30;
1785,25;  0,41;      13;   0,004; 272,55; 7295,63;
1820,39;  0,58;       8;   0,034;  34,36; 7439,24;
1883,84;  0,25;      17;   0,014; 103,57; 7698,48;
1980,72;  0,26;       9;   0,032;  37,79; 8094,34;
