C:\DOCUMENTS AND SETTINGS\USER\DESKTOP\GUSTAVO\CALIBRACAO\CAL
19/9/2022  17:30:27   
Tempo Vivo ;      600,00;seconds
Tempo Real ;      608,26;seconds
Energia; Resol,;   BG;      CPS;     1s;   Canal
 (keV);  (keV);                      (%); 
  29,27;  1,03;     500;   0,701;   9,79;  120,44;
 121,99;  1,04;    1044;  90,010;   0,43;  499,29;
 126,36;  1,04;     551;   0,166;  20,01;  517,15;
 136,40;  1,04;     739;  11,380;   1,36;  558,20;
 729,94;  0,41;     406;   0,044; 108,45; 2983,47;
1173,27;  1,83;     449;  22,722;   0,89; 4795,01;
1332,58;  1,87;     100;  20,577;   0,91; 5445,98;
1747,15;  0,68;      24;   0,026;  50,54; 7139,94;
